text,sentiment,sentiment_source,target_brand,source,text_length,word_count,tweet_id,date
"@rogieking Morning! Hey master, you're making me suffer!! what abour your new social icons?",Positive,General,General,Data2,91,14,8322,2009-06-15
"I go to sleep, I have school tomorrow, also I'm very tired, Goodnight twitter, goodnight people",Positive,General,General,Data2,95,16,8323,2009-06-07
@Schuey2k2 thx for the advice!,Positive,General,General,Data2,30,5,8324,2009-06-06
"Prom, party, del taco. Good night",Positive,General,General,Data2,33,6,8325,2009-05-31
yay just ordered books by @dooce and @GirlsGoneChild . can't wait to read them,Positive,General,General,Data2,78,14,8326,2009-06-01
"I have had the word document to my book open the entire day and I have probs added...one line?  According to my calculations, I FAIL.",Positive,General,General,Data2,133,25,8327,2009-05-30
At work - coffee on board - feel almost human now,Positive,General,General,Data2,49,11,8328,2009-06-15
@Donniedoll Oh I did  Wrapped the rest up though cuz I think I've had enough sugar &amp; I haven't even gone to sleep yet lol,Positive,General,General,Data2,125,25,8329,2009-05-31
@tdwpislove Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip,Positive,General,General,Data2,116,20,8330,2009-06-07
"@gustav_bertram Nope, @Shebee is ready to throttle and dissect the next  twit who DM's her about it, and so am I",Positive,General,General,Data2,112,21,8331,2009-06-01
Going to get Ashley to go to a pool party!!,Positive,General,General,Data2,43,10,8332,2009-06-06
iM SUCH A LAW &amp;+* ORDER FEiN SO YU KNOW WHAT iM WATCHiN RiGHT NOW,Positive,General,General,Data2,69,15,8333,2009-05-02
Fuck that! Shower n I'm goin to sleep lol call me the demolition man .. They way I break walls down,Positive,General,General,Data2,99,21,8334,2009-06-06
"@alexisstar22 lol, Listening To Teardrops On My Guitar Now",Positive,General,General,Data2,58,9,8335,2009-06-01
has decided to go set up his Xbox for wireless...,Positive,General,General,Data2,49,10,8336,2009-06-03
"@dabr yeah, i like it as an option. good call",Positive,General,General,Data2,45,10,8337,2009-06-01
@wstmjonathan jonathan! I think you should.come back and see me...  now.,Positive,General,General,Data2,72,11,8338,2009-05-13
U need basketball????? no no no  U need ME,Positive,General,General,Data2,42,9,8339,2009-06-01
EDWARD is soo gorgeous !!!! watching hole in the wall,Positive,General,General,Data2,53,10,8340,2009-06-01
chillen with kori,Positive,General,General,Data2,17,3,8341,2009-05-03
@Wandahope  ah just dandy  half asleep mind but good hehe,Positive,General,General,Data2,57,10,8342,2009-06-05
@roystern09 omgz hey roy - guess what i'm watching,Positive,General,General,Data2,50,9,8343,2009-05-29
@NicoletteJJ Hope u enjoy yr trip. I too will be flying outta NZ nxt wk. Bk to warmer weather I go....,Positive,General,General,Data2,102,21,8344,2009-06-16
"Yeah get ur facts straight, thanks gio",Positive,General,General,Data2,38,7,8345,2009-06-03
@ScottHarris Thanks Scott.  That means a whole lot.,Positive,General,General,Data2,51,8,8346,2009-06-15
"@jfilliben Benefits for me - Presenting is a breeze, Corp bloatware can be confined to a VM, + I look REALLy cool at starbucks",Positive,General,General,Data2,126,24,8347,2009-05-29
"@dashabbfan Nope, but its always good to be prepared!",Positive,General,General,Data2,53,9,8348,2009-06-05
Survey Says! as a retail customer what extra goodie would make you feel valued. tell me your wishes please! fingers on the pulse,Positive,General,General,Data2,128,23,8349,2009-06-06
@LADRACU hey I'm in the process of doing an ap econ final right now. I still have to write frqs,Positive,General,General,Data2,95,20,8350,2009-05-02
Hmmm i wanna go to a bookstore or something...maybe borders,Positive,General,General,Data2,59,10,8351,2009-05-31
"@lindam73 your welcome, and thankyou",Positive,General,General,Data2,36,5,8352,2009-05-18
@kirstiealley Im baaaaaack! Went 2 twitter rehab for a wk lol! Love ur beautiful pro pic! Happy Monday!,Positive,General,General,Data2,103,18,8353,2009-06-01
@PriscillaHM or you can have it for breakfast during English  btw what part of the final do we have tmrw?,Positive,General,General,Data2,105,20,8354,2009-05-31
"@AlohaArleen ooo so its all good, you better watch you back as i will be joing that 20k updates group  lol",Positive,General,General,Data2,106,21,8355,2009-05-02
@lickmycupcakes and then you and Shann could do a set together. And i could shoot it,Positive,General,General,Data2,84,16,8356,2009-05-03
37signals fixed a bug for me in Highrise. Thanks. That's a way better approach than arguing with me on Twitter,Positive,General,General,Data2,110,20,8357,2009-06-14
"Onlt on here for a sec, I'm getting right into my new Supernatural novel nothing like having a lil SN between SN eps huh? lol luv my life",Positive,General,General,Data2,137,28,8358,2009-05-31
"@Randall77 Ah, Monsieur Randall, you are indeed the font of all knowledge!",Positive,General,General,Data2,74,12,8359,2009-06-07
@greyseer How are you doing? Besides tired. Tired is assumed.,Positive,General,General,Data2,61,10,8360,2009-05-18
Swimmin' in the afternoon.,Positive,General,General,Data2,26,4,8361,2009-06-02
"@fprieto Hi Felipe, @Banksyart is now at @Banksyart2 - has been posting there since having probs with his @Banksyart account.  Peace",Positive,General,General,Data2,132,21,8362,2009-06-02
@Glennjam Yeys!! Pink Jelly Babies are the best,Positive,General,General,Data2,47,8,8363,2009-04-20
@Vellster welcome back  ejja use it!,Positive,General,General,Data2,36,6,8364,2009-05-22
@nakedxthoughts heyyyyy!,Positive,General,General,Data2,24,2,8365,2009-06-07
@dotarray why thankyou,Positive,General,General,Data2,22,3,8366,2009-05-02
@AyumiDangerrr ahrggg. He knew my name... Cause my friends said it out loud. Omfg! xD good luck!,Positive,General,General,Data2,96,17,8367,2009-04-20
@RetroRewind btw..I'm kidding about the Donnie comment. I'm a smartass and suffering from insomnia because of him,Positive,General,General,Data2,113,17,8368,2009-05-02
"@Rabid_R4D hope you dooo meet @DavidArchie!!  David Archuleta, James is probably your biggest Filipino fan",Positive,General,General,Data2,106,15,8369,2009-05-14
@CinnamonCloud WOO I CAN SHOUT THEN!!  lol *hugs*,Positive,General,General,Data2,49,8,8370,2009-04-19
@speedydd You are welcome from appreciated #followfriday #ff Twitter friends,Positive,General,General,Data2,76,10,8371,2009-06-06
i just downloaded GBA emulater lol clasic,Positive,General,General,Data2,41,7,8372,2009-06-03
just uploaded her favorite frames from last weeks Headshot Photoshoot. Please feel free to let me know what you think!,Positive,General,General,Data2,118,20,8373,2009-05-30
"damn it. Red Sox lost ta the Rangers  5-1. they are 2nd in the eastern league, behind the yankees. but we are 0.5 games behind them",Positive,General,General,Data2,131,26,8374,2009-06-06
Happy Birthday to Me!!!,Positive,General,General,Data2,23,4,8375,2009-05-30
"@ashleighhhh but thats broing and i get bored  go for adam, or who else is theree? xxxx",Positive,General,General,Data2,87,17,8376,2009-06-07
@ontheround Ohh! I wish we could come! It will be great I'm sure,Positive,General,General,Data2,64,13,8377,2009-06-06
@mattshoe sounds important  and like something i would possibly suck at haha,Positive,General,General,Data2,76,12,8378,2009-06-01
Lakers tomorrow Baby.,Positive,General,General,Data2,21,3,8379,2009-04-18
@emith Michael Manring and I have toured together and collaborated countless times. I'm a huge fan of his.   http://twurl.nl/sd4645 (vid),Positive,General,General,Data2,137,20,8380,2009-05-18
@DevotionL i wonder where the child's talents will bring in the future  great potential,Positive,General,General,Data2,87,14,8381,2009-06-04
"So today has been fail after fail after fail.. Despite that, I had a great day   Now relaxing to this: http://tinyurl.com/pkg92w",Positive,General,General,Data2,128,21,8382,2009-05-16
"Walked from Chelsea all the way to Hyde Park, just for a coffee. Was a nice walk, worth it   http://twitpic.com/7gwos",Positive,General,General,Data2,117,20,8383,2009-06-15
@hywing_gillllie okay ah today dou gei hoi sum hahaha,Positive,General,General,Data2,53,9,8384,2009-06-01
Excited for my baby shower!  First outing in days! Bed Rest is gonna make me go insane! haha.,Positive,General,General,Data2,93,18,8385,2009-06-07
epic rant against dynamic language web apps  http://is.gd/MV1R,Positive,General,General,Data2,62,8,8386,2009-06-02
Had an awesomely serious workout today.  Then potluck and just had fun with all the girls at the Y.  It was a good day,Positive,General,General,Data2,118,24,8387,2009-05-29
"It was a good goal, @mydetails esp since when i played w/ brooke i did throw it for the first time ever. haha. Oh and i did reach my goal",Positive,General,General,Data2,137,30,8388,2009-06-01
"@nkotbjklvr There wasn't just us don't you know, LMAO",Positive,General,General,Data2,53,9,8389,2009-04-19
lots of sunbathing i now have tan lines and i love it,Positive,General,General,Data2,53,12,8390,2009-06-02
the rest of us are in Sheffield celebrating 90 years since the first non-stop flight across the Atlantic. Party time,Positive,General,General,Data2,116,20,8391,2009-06-15
"@snw Yup, that would be nice from EA",Positive,General,General,Data2,36,8,8392,2009-05-17
i laaav noah and the whale. so so much,Positive,General,General,Data2,38,9,8393,2009-06-16
@scottjustice Bright and sunny now still very windy though ! lots of people about in the village ... on their carts and horses,Positive,General,General,Data2,126,23,8394,2009-05-17
Watching Comedy Dave and  the Steamy Stripper. Hahahaha,Positive,General,General,Data2,55,8,8395,2009-06-01
"@kevinlcc ah, I have no wise quips for you then.   good luck!",Positive,General,General,Data2,61,12,8396,2009-06-06
is lovingg summer!!,Positive,General,General,Data2,19,3,8397,2009-05-31
Wondering if Jonesy actually went to bed when she said she was going to or if she's being a night owl like me...,Positive,General,General,Data2,112,23,8398,2009-06-06
Happy Mothers Day! I get 2 b with my Mother Jeanna and Olivia 4 generations I feel very lucky!  The best present,Positive,General,General,Data2,112,22,8399,2009-05-10
"my eyes burn. Im gonna tye dye a shirt, then shower, dinner, then bed.",Positive,General,General,Data2,70,14,8400,2009-06-01
leavin the bar with a sexy little snowbunny  lol u shoulda seen the looks on them white guys faces HATERATION!!,Positive,General,General,Data2,111,20,8401,2009-05-30
@robsad79 I already read it    AND commented!,Positive,General,General,Data2,45,7,8402,2009-05-17
@JNNX0 bem vinda no twitter,Positive,General,General,Data2,27,5,8403,2009-05-31
@JudiCogen glad you like it ...,Positive,General,General,Data2,31,6,8404,2009-06-05
@David_Henrie love that song,Positive,General,General,Data2,28,4,8405,2009-06-03
Do not forget to get lay this weekend,Positive,General,General,Data2,37,8,8406,2009-06-15
very excited for all the seniors last day today!  now off to babysit for the majority of the day.,Positive,General,General,Data2,97,19,8407,2009-06-03
Good morning you lovely tweeters! Who is going to make me some chocolate chip pancakes!?,Positive,General,General,Data2,88,15,8408,2009-06-01
"@Jonasbrothers http://bit.ly/l77sP I hope might reply that we would like to know who saw the video.  Silvia, Zaira &amp; Helena.",Positive,General,General,Data2,128,20,8409,2009-06-06
just got home from working out at the gym- and then went to the spa in my apartment complex- relaxing....,Positive,General,General,Data2,105,20,8410,2009-05-11
"Quite busy at the moment, juggling couple projects all at one time...  Can't complain though, rather have many projects than none at all",Positive,General,General,Data2,136,23,8411,2009-06-02
getting ready for work. went to bed at 2 this morning. crazy night last night!!,Positive,General,General,Data2,79,15,8412,2009-06-06
"#web20 .#prologue - Modern Liberalism, Misconstrued (2nd 1/2 of Bible  -- &quot;Christ -- without the Crucifiction&quot;  Abstraction w/o 'Skin'",Positive,General,General,Data2,144,19,8413,2009-05-10
Joined lovefilm.com - now can't think of any films I want to watch!,Positive,General,General,Data2,67,13,8414,2009-06-01
Good news on Friday whoopeeee its just the kind of pick up me that I could use,Positive,General,General,Data2,78,17,8415,2009-05-29
@timTech thanks again that's badass,Positive,General,General,Data2,35,5,8416,2009-06-15
"Work was very good. *Hi cutie! I got paid. Downfall, I locked my keys inside the car!?  However, I am finally going to see 'UP' tmrw!",Positive,General,General,Data2,133,26,8417,2009-06-15
Thanks for the #followfriday tips @countryvicar @Liturgy,Positive,General,General,Data2,56,7,8418,2009-05-29
"aroma of lamb roast through the house, fire on, cat on lap, glass shiraz, all is right in the world",Positive,General,General,Data2,99,20,8419,2009-06-04
"@mitchelmusso I love you, come back to Massachusetts",Positive,General,General,Data2,52,8,8420,2009-05-30
Smile smile smile!  hahaha the last few tweets have been so bi polar.,Positive,General,General,Data2,69,13,8421,2009-06-15
"You wanna update all ur social media sites at once!? MS,FB,YIM, ect.then join Ping.fm &quot;one click&quot; also check out their mobile app",Positive,General,General,Data2,139,22,8422,2009-06-07
@danceoffmychest watchng that one dies every week show on ten so good x. Sounds alot like Neighbours...,Positive,General,General,Data2,103,17,8423,2009-05-18
"i have to see what amanda holden's wearing! - alreeeeeeeeeeeeet  well today, it was reallyl sunny again so... http://tumblr.com/xmh1wqnq5",Positive,General,General,Data2,137,19,8424,2009-05-30
"@Cinsoft the jQuery lightbox script gracefully degrades.  With JS disabled, the gallery is simply links to the full images",Positive,General,General,Data2,122,19,8425,2009-06-14
Ok so this shower has been calling my name for about an hour I think I'll indulge &amp; respond now while I allow Robin Thicke to serenade me,Positive,General,General,Data2,141,28,8426,2009-05-04
going to see Bat For Lashes tonight!!,Positive,General,General,Data2,37,7,8427,2009-05-02
Boxy chola....  Youre SO CRAZY!!!!!!!!!! Lmao.,Positive,General,General,Data2,46,6,8428,2009-05-30
"@bes21 okay quick because i don't wanna miss football superstar, gay i know but im hoping to spot some yeahs",Positive,General,General,Data2,108,20,8429,2009-05-30
agree with @jamiem19 and @gazmobray spotify is the future,Positive,General,General,Data2,57,9,8430,2009-06-15
#goodsex is when all ya homegirls wanna fuk cuz u ran ur mouth like i new u would...,Positive,General,General,Data2,84,18,8431,2009-06-02
@CheesyCaro urgh lucky! our last day is wednesday :/ but at least we only have 3 days left,Positive,General,General,Data2,90,18,8432,2009-05-30
Third night in a row that my children have slept outside in the tent..right out our front door. Love it.,Positive,General,General,Data2,104,20,8433,2009-05-31
saw a shooting star  like 15 minutes ago cool,Positive,General,General,Data2,45,9,8434,2009-06-05
@90_angel lol maybe this weekend,Positive,General,General,Data2,32,5,8435,2009-06-01
@biz But a great day,Positive,General,General,Data2,20,5,8436,2009-06-15
l said he wanted 2 be w/ me 4 ever isnt that cute!!!,Positive,General,General,Data2,52,13,8437,2009-05-02
going to mom's 4 dinner. having mom close is a huge ++ on so many levels!,Positive,General,General,Data2,73,16,8438,2009-05-30
Just finished watching @janelui sing Edelwiss on YT. Thanks for making awesome music! Youre a great inspiration and you make me laugh  Yay,Positive,General,General,Data2,138,23,8439,2009-06-14
@TheBizarreTwins so just show me your toyZ.I want to be your choiZe.,Positive,General,General,Data2,68,12,8440,2009-05-31
@foodieguide With parentals and relatives in HKG yes. With siblings no  Can't read or write Chinese though.,Positive,General,General,Data2,107,17,8441,2009-04-07
heading to work    ...time to leave egypt for the promised land....i pray,Positive,General,General,Data2,73,12,8442,2009-06-02
@MamsTaylor i like take that. just cos it reminds me of richard hammond on the morrisons adverts  x,Positive,General,General,Data2,99,18,8443,2009-05-17
@pgmusiq perfectionist,Positive,General,General,Data2,22,2,8444,2009-06-07
is on a little mission for a certain somebody at lunch teehee,Positive,General,General,Data2,61,12,8445,2009-06-02
is besides herself with joy,Positive,General,General,Data2,27,5,8446,2009-04-19
@afternoon_tea do you want to bask in my dropped-outness?,Positive,General,General,Data2,57,9,8447,2009-06-03
@imrananwar @In_Excess inspired!,Positive,General,General,Data2,32,3,8448,2009-06-06
@_not_an_artist Back to love,Positive,General,General,Data2,28,4,8449,2009-05-30
LmaO @QUEEN0FBROOKLYN YO N ITS @ItsaEthing WritE it Right YeA I StiLl Got U Hiiiii,Positive,General,General,Data2,82,15,8450,2009-06-01
@NateDelaney It's not enough that you're young and gorgeous?  You think you need to be rich and famous too?  Silly cub.,Positive,General,General,Data2,119,21,8451,2009-05-30
best bday ever,Positive,General,General,Data2,14,3,8452,2009-05-31
wOww.! Just one more week of school and then HOLIDAYS.! yay.!,Positive,General,General,Data2,61,11,8453,2009-05-29
"I have a 9 years old math loving son who is saying: Mom if everything is an mathematical combination, then you are a hologram  he he he",Positive,General,General,Data2,135,27,8454,2009-05-02
Okay...this is gonna take more than one day.,Positive,General,General,Data2,44,8,8455,2009-06-06
@jonconnelly What can I say?!,Positive,General,General,Data2,29,5,8456,2009-04-07
"Mon 1st June- Aww, today is amazing again  I loooooove the summer! Also my hairs wet because I've been... http://tinyurl.com/ng2awp",Positive,General,General,Data2,131,20,8457,2009-06-01
@martinbowling At the moment I am filling out timesheets.,Positive,General,General,Data2,57,9,8458,2009-05-29
I really want a media job. If possible.  // &quot;When you really want something the universe conspires with you to achieve it.&quot;,Positive,General,General,Data2,133,22,8459,2009-06-01
"@Swickettethinks your even, Bryan Adams and Celine Dion are the reason the rest of the world hates Canadians  lol",Positive,General,General,Data2,113,19,8460,2009-05-18
@officialTila its glow worm..they have a new version @ walmart.com,Positive,General,General,Data2,66,10,8461,2009-05-29
@drefillmore: that sounds lovely,Positive,General,General,Data2,32,4,8462,2009-06-02
@octaneblue Not playing Pokemon? Thunder would hit 100% right now yeah?,Positive,General,General,Data2,71,11,8463,2009-06-03
@idangazit Now that's just mean,Positive,General,General,Data2,31,5,8464,2009-05-18
"@Rob_Cohn @Eric_Chambers tea is just plain good for you  white, green oolong and black (all the same plant you know)",Positive,General,General,Data2,116,20,8465,2009-06-07
@BlackKat1979 hello dear  I do love the rain we just seem to get too much of it sometimes.,Positive,General,General,Data2,90,18,8466,2009-06-07
@peterfacinelli nurse jackie is awesome! gives me hope now that @diablocody 's United States of Tara has wrapped for the season,Positive,General,General,Data2,127,21,8467,2009-06-15
@bmac8111- Look ridiculous. Charma? I'm with him on this. Positive energy for me. What was the &quot;c&quot; Coach Ruff spoke of? Really his name?,Positive,General,General,Data2,146,24,8468,2009-06-16
"cant wait for tomorrow.. *tomorrow.. tomorrow.. i love u, tomorrow... u're only a day away...",Positive,General,General,Data2,93,15,8469,2009-05-18
@Booklorn Hmm. Not sure what I want. Think I'll have to fiddle around with a few options and see which one sticks. Thanks.,Positive,General,General,Data2,122,23,8470,2009-05-01
totally in love with this http://bit.ly/O75Ge  &quot;...everythings  gonna be fine!!&quot;,Positive,General,General,Data2,90,10,8471,2009-06-15
Watching !bruce perform at Pinkpop last weekend.,Positive,General,General,Data2,48,7,8472,2009-06-02
@JadeWEBB_ I know who to do this fancy reply thingo now,Positive,General,General,Data2,55,11,8473,2009-06-03
My best friend graduated with an associates and is going to nursing school!  I'm so proud of her,Positive,General,General,Data2,96,18,8474,2009-05-28
Terminei the first session of &quot;Pushing daisies&quot; sooooooo beautiful!!!!,Positive,General,General,Data2,80,9,8475,2009-05-31
"Had breakfast, now farting.",Positive,General,General,Data2,27,4,8476,2009-05-22
@JreyestheFame happpyyyyy birthdayyy tooo youuuuuu,Positive,General,General,Data2,50,5,8477,2009-06-01
I am going to see UP  is it good?,Positive,General,General,Data2,33,9,8478,2009-06-07
wonders why is she up at 6AM &amp; has been for 90min already walking around the flat aimlessly - wondering what to do,Positive,General,General,Data2,118,23,8479,2009-06-07
@lorelaixxx thanx,Positive,General,General,Data2,17,2,8480,2009-04-18
All u unemployed individuals get a job!!! LOL jk,Positive,General,General,Data2,48,9,8481,2009-05-26
Readyyyyy to make some. Lovin to my husband nighty nitttttteeeee love married life,Positive,General,General,Data2,82,13,8482,2009-04-19
@paulmason10538 I'm glad to hear you guys made it safe and sound!  Have fun! @LexiePixie take care of 'em ;),Positive,General,General,Data2,108,20,8483,2009-06-07
@Fresh2DefJAY Good Morning,Positive,General,General,Data2,26,3,8484,2009-06-15
"is enjoying a nice warm, eco friendly I hope, fire",Positive,General,General,Data2,50,10,8485,2009-05-01
"@ddlovato YAY!  An your nominated with @DavidArchie on the TOUR category!  You'll win, fo sho! ;) I'llvote my b*tt off fo you!",Positive,General,General,Data2,126,22,8486,2009-06-15
"@galexkeene ah, thanks, i didn't think it was qualitfying at the shanghai F-!",Positive,General,General,Data2,77,13,8487,2009-04-18
"Done, with everythinggg",Positive,General,General,Data2,23,3,8488,2009-06-06
Gosh why does it have to be soo hott? Now I feel like singing Burnin' Up by the Jonas Brothers,Positive,General,General,Data2,94,20,8489,2009-05-10
"@LizKreutz nice meeting you and Matt today, we'll look 4 you in Paris",Positive,General,General,Data2,69,13,8490,2009-05-31
@timdifford http://tinyurl.com/d96txo - Champions League Ã¯Â¿Â½25 free bet,Positive,General,General,Data2,74,8,8491,2009-04-18
@VanessaPhan lol that's priceless...today is mos def a good day for you!!,Positive,General,General,Data2,73,12,8492,2009-05-30
..but I'm in my complete chill mode.,Positive,General,General,Data2,36,7,8493,2009-04-17
@Littlerd67 huh? No clue. Maybe I'm special,Positive,General,General,Data2,43,7,8494,2009-05-29
hey @boomboomPAU. hihi. nice. ang cute. how and where did you make it??,Positive,General,General,Data2,71,13,8495,2009-06-03
"welcoming newest member of the Collins family, Matthew Thomas. Congrats Tommy &amp; Chelsea, he's adorable",Positive,General,General,Data2,106,15,8496,2009-06-02
@Zzazz  I am going to try posting an item a day or more on artfire for a bit... going to buy a membership as soon as I get paid this week,Positive,General,General,Data2,137,31,8497,2009-06-15
@jonasbrothers http://twitpic.com/4qpzx - can't wait to see this in australia. woow i'm jealous i want some of your guitars,Positive,General,General,Data2,123,19,8498,2009-05-17
@debbiescaife It was? Oh good. And we have a while until they start. Very good. I saw no rain forecast. Recrossing my fingers.,Positive,General,General,Data2,126,23,8499,2009-06-07
NoPantsDance Tumblr: allcreaturesvia plus61) look at how happy they are!!  http://tinyurl.com/kn9t3w,Positive,General,General,Data2,100,11,8500,2009-05-31
Rocking outt,Positive,General,General,Data2,12,2,8501,2009-06-07
@Eminem thats fucking great,Positive,General,General,Data2,27,4,8502,2009-05-29
@jessicaleanne2 http://twitpic.com/6e96n - lol lots of smiles!  so cool,Positive,General,General,Data2,71,9,8503,2009-06-01
@eh_bo_knee It is a beautiful day here,Positive,General,General,Data2,38,7,8504,2009-06-06
Watching Enchanted on HBO. - this movie brings back 2007 memories!  http://plurk.com/p/ujfdo,Positive,General,General,Data2,92,12,8505,2009-05-18
just had my new haircut - 1 hr &amp; 30 mins shampoo slash hairstyling slash massage,Positive,General,General,Data2,84,16,8506,2009-05-29
If you seek amy,Positive,General,General,Data2,15,4,8507,2009-06-01
YES! just 2 to go baby,Positive,General,General,Data2,22,6,8508,2009-05-22
lead singer of fratellis (john) jus said hi to me,Positive,General,General,Data2,49,10,8509,2009-06-06
I love how i'm never home  i haven't been home once since i came back from disneyland. I need clothes damn i guess i'll go home tomorrow,Positive,General,General,Data2,136,27,8510,2009-04-19
Oh... congrats to my younger &amp; slightly fatter self (my bro) he's just bought his own trek madone,Positive,General,General,Data2,101,18,8511,2009-04-20
Lmao @id10t2u i sleep in them sometimes,Positive,General,General,Data2,39,7,8512,2009-05-29
@alchemission Why don't you have a facebook-page on your own? Greetings from Munich,Positive,General,General,Data2,83,13,8513,2009-05-30
"I am doing nothing at the moment, but I should be drawing something or playing Left 4 Dead very soon!",Positive,General,General,Data2,101,20,8514,2009-05-29
http://twitpic.com/5okfy - they really are that vibrant!I absolutely LOVE the color!,Positive,General,General,Data2,84,11,8515,2009-05-22
@Thehodge Depends if you add 'because the salary is laughable' after it...,Positive,General,General,Data2,74,12,8516,2009-04-07
yay! its done!,Positive,General,General,Data2,14,3,8517,2009-05-29
@Shan_09 no  i spelt it but you ensured it was correct lol,Positive,General,General,Data2,58,12,8518,2009-05-31
@MadgeC,Positive,General,General,Data2,7,1,8519,2009-06-03
.@knotby9 and thanks!   Just catching up on updates....,Positive,General,General,Data2,55,8,8520,2009-05-16
Cant Wait Til lunch with @larkinstone  22days&lt;3,Positive,General,General,Data2,50,7,8521,2009-06-01
@shadowslacks lol stalking us. MAN that's SO HER tho.  for all we know she'll copy paste shit again. lmao.,Positive,General,General,Data2,106,19,8522,2009-06-01
@mysticaljett woo Belgium! Have fun! It's beautiful there,Positive,General,General,Data2,57,8,8523,2009-06-07
Just picking up some flowers from moss florist  they're the best!,Positive,General,General,Data2,65,11,8524,2009-05-29
"@Losing4Life Thx Craig, I'm really excited",Positive,General,General,Data2,42,6,8525,2009-06-07
One more #familyforce5  LOL goodnight.,Positive,General,General,Data2,38,5,8526,2009-05-10
"@Katsweat  oh yeah, it is....Happy Birthday to him",Positive,General,General,Data2,50,8,8527,2009-06-05
@matheussiq8 worried about the outcome?,Positive,General,General,Data2,39,5,8528,2009-06-15
"is off for a meeting she's been working towards for 19 years, hoping she won't cock it up.  Please send spare good vibes at 3!",Positive,General,General,Data2,126,25,8529,2009-05-22
~~~~~&gt; there's much more to me.....more than you'll ever see.....,Positive,General,General,Data2,68,10,8530,2009-05-30
fantastic day out,Positive,General,General,Data2,17,3,8531,2009-05-29
@Kimboinlimbo Yup! Got my iPhone and my cigarettes... pretty sure everything else is expendable,Positive,General,General,Data2,95,14,8532,2009-06-15
@tommcfly you look happy  enjoy your show!,Positive,General,General,Data2,42,7,8533,2009-05-30
Listening to Dru Hill - &quot;I love you&quot; and falling asleep,Positive,General,General,Data2,65,11,8534,2009-05-29
@Silver_stien Ã? - ÃÂÃÂ¾ÃÂÃÂ¾ÃÂ³ÃÂÃÂ°ÃÂ,Positive,General,General,Data2,52,4,8535,2009-06-07
Going for the night. Cyaaaa x x x,Positive,General,General,Data2,33,8,8536,2009-06-01
"Alan Turing (yeah, the one of the &quot;Turing test&quot;, the &quot;Turing machine&quot;). Enrol in my AI course for more details   http://twitpic.com/4zkdr",Positive,General,General,Data2,157,21,8537,2009-05-18
"UCLA, i'll pray everyday n everynite to reach u haha  !!",Positive,General,General,Data2,56,11,8538,2009-06-15
i'm working,Positive,General,General,Data2,11,2,8539,2009-06-15
@jasehilts oh sweet thanks dude,Positive,General,General,Data2,31,5,8540,2009-06-03
"If you missed it, Gh. Karbaschi is a twitter now. Welcome @gkarbaschi  #iran #election WP: http://tinyurl.com/qfebrv",Positive,General,General,Data2,116,16,8541,2009-06-06
Currently at The Hotel.,Positive,General,General,Data2,23,4,8542,2009-06-05
@karriereKay it all worked out,Positive,General,General,Data2,30,5,8543,2009-06-15
listening to julianne tatelbaum @@@ http://www.myspace.com/juliannetatelbaum (LOVE HER) shes a great singer,Positive,General,General,Data2,107,12,8544,2009-06-07
"well sorrie @leahnaomii, I &amp; can't help it if she's attracted to the charm.",Positive,General,General,Data2,79,14,8545,2009-06-06
@mmtnyc I am SOOO excited for you!! Keep us posted on the deets wit' yo' tweets!,Positive,General,General,Data2,80,16,8546,2009-05-29
i dont get this website :| facebook still the besttt,Positive,General,General,Data2,52,10,8547,2009-06-16
Had some great cookies now going to bed,Positive,General,General,Data2,39,8,8548,2009-06-01
@bilish - Hello Tweeps  http://bit.ly/1aqVNA,Positive,General,General,Data2,44,5,8549,2009-05-30
2 and a bit weeks and all the revision will be over  I am looking forward to that moment!,Positive,General,General,Data2,89,19,8550,2009-06-01
My favorite cashier is at rite aide! He only works second shift!,Positive,General,General,Data2,64,12,8551,2009-05-31
@Jonasbrothers LVATT TODAYYY! yayyy! it's such an amazing album. i got it at midnight  you guys are so blessed and you deserve all of it!,Positive,General,General,Data2,137,25,8552,2009-06-16
"@Shizzaam Whoa who, party animal",Positive,General,General,Data2,32,5,8553,2009-06-06
Love my life and friends and summer and family!!!  &lt;3 yay!,Positive,General,General,Data2,61,11,8554,2009-06-14
@Jonasbrothers nice glasses joe,Positive,General,General,Data2,31,4,8555,2009-06-15
was in Banawe yesterday...and is in Makati now........It's still cold in here.......I LOVE it...hehehe,Positive,General,General,Data2,102,14,8556,2009-06-05
getting ready for some mother - daughter time . MOVIES &amp; DINNER,Positive,General,General,Data2,67,12,8557,2009-05-30
"@yum9me Apart from your ripoff prices (the most expensive in the whole world, I hear). I'm so happy with O2.",Positive,General,General,Data2,108,20,8558,2009-06-16
"@lmorrison79 that is so so true  Having a crush like this, geez it takes up so much of our time doesn't it  But it's all good fun",Positive,General,General,Data2,129,27,8559,2009-05-31
"PS: don't forget to vote in the PR Readers' Choice Blog Awards, voting closes at midnight TONIGHT. Thankee.  http://tr.im/n6fL. G'night!",Positive,General,General,Data2,136,20,8560,2009-06-02
"post the poster, n back from school  and i think there is a BIG air pollution near the way to my home, GOD= =",Positive,General,General,Data2,109,24,8561,2009-06-01
I just love the outdoors when it's night time,Positive,General,General,Data2,45,9,8562,2009-05-30
@EATTHATFROG Beautiful sentence,Positive,General,General,Data2,31,3,8563,2009-06-15
